_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
180,2024-04-01,00,1,OTOYOL,CIRCIR METRO - EMINONU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,50P
181,2024-04-01,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,303A
182,2024-04-01,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,UCRETSIZ,Ucretsiz,KADIKOY,M4
183,2024-04-01,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,12A
184,2024-04-01,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19F
185,2024-04-01,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,522
186,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34
187,2024-04-01,00,1,OTOYOL,GUNESLI-EMINONU,Normal,9,8,TAM,Tam Kontur,BAKIRKOY,97GE
188,2024-04-01,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,SARIYER,36T
189,2024-04-01,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SULTANGAZI,T4
190,2024-04-01,00,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,9,9,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,78
191,2024-04-01,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,49
192,2024-04-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,11,11,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A
193,2024-04-01,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BEYOGLU,T1
194,2024-04-01,00,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,USKUDAR,M5
195,2024-04-01,00,1,OTOYOL,SEYRANTEPE - KABATAS,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,27SE
196,2024-04-01,00,1,OTOYOL,CEVATPASA - TAKSIM,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,32T
197,2024-04-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,TAM,Tam Kontur,KADIKOY,34A
198,2024-04-01,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,41AT
199,2024-04-01,00,1,OTOYOL,KAGITHANE - KABATAS,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,62
200,2024-04-01,00,2,RAYLI,LEVENT-HISAR USTU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,M6
201,2024-04-01,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,559C
202,2024-04-01,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,97
203,2024-04-01,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,336E
204,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BEYOGLU,34
205,2024-04-01,00,1,OTOYOL,AYAZAGAKOYU - KABATAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,41E
206,2024-04-01,00,1,OTOYOL,EMINONU -KULAKSIZ,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,EM2
207,2024-04-01,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,29D
208,2024-04-01,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,M5
209,2024-04-01,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,39,39,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,19F
210,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34
211,2024-04-01,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,92Åž
212,2024-04-01,00,1,OTOYOL,KADIKOY-KAYISDAGI MAHALLESI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,19
213,2024-04-01,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,18Ãœ
214,2024-04-01,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,14R
215,2024-04-01,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,14R
216,2024-04-01,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,TAM,Tam Abonman,SARIYER,36T
217,2024-04-01,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,7,7,UCRETSIZ,Ucretsiz,BAKIRKOY,13
218,2024-04-01,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,7,7,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,KM24
219,2024-04-01,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,121A
220,2024-04-01,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,76D
221,2024-04-01,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,20,20,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,13
222,2024-04-01,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,7,7,TAM,Tam Kontur,BAKIRKOY,522
223,2024-04-01,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,92Åž
224,2024-04-01,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,2,2,TAM,Tam Aktarma,ATASEHIR,11ÃœS
225,2024-04-01,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,3,3,INDIRIMLI2,Indirimli Tip 2 Kontur,ATASEHIR,11ÃœS
226,2024-04-01,00,1,OTOYOL,KADIKOY-ESENSEHIR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,14ES
227,2024-04-01,00,2,RAYLI,TAKSIM - KABATAS,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BEYOGLU,F1
228,2024-04-01,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,130Åž
229,2024-04-01,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,93T
230,2024-04-01,00,2,RAYLI,USKUDAR-CEKMEKOY,Aktarma,3,3,TAM,Tam Aktarma,USKUDAR,M5
231,2024-04-01,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,559C
232,2024-04-01,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,30A
233,2024-04-01,00,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,151
234,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,19S
235,2024-04-01,00,2,RAYLI,KABATAS-MAHMUTBEY,Normal,9,9,INDIRIMLI1,Indirimli Abonman,,M7
236,2024-04-01,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-OLIMPIYATKOY METRO,Normal,4,4,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,MK15
237,2024-04-01,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAGCILAR,M1
238,2024-04-01,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,2,2,UCRETSIZ,Ucretsiz,ATASEHIR,150
239,2024-04-01,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,25,25,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97
240,2024-04-01,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,14B
241,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,6,6,TAM,Tam Aktarma,EYUPSULTAN,19S
242,2024-04-01,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,6,6,UCRETSIZ,Ucretsiz,BAKIRKOY,19F
243,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,AVCILAR,34
244,2024-04-01,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,13
245,2024-04-01,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,M2
246,2024-04-01,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,15BK
247,2024-04-01,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,19F
248,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,7,7,TAM,Tam Abonman,EYUPSULTAN,19S
249,2024-04-01,00,1,OTOYOL,ORTACESME-UMRANIYE,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,11H
250,2024-04-01,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,92Åž
251,2024-04-01,00,1,OTOYOL,CEBECI - TAKSIM,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,36T
252,2024-04-01,00,2,RAYLI,KADIKOY-KARTAL,Normal,5,5,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4
253,2024-04-01,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,27,27,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522
254,2024-04-01,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BASAKSEHIR,M3
255,2024-04-01,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Tam Kontur,GAZIOSMANPASA,T4
256,2024-04-01,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Abonman,KARTAL,M4
257,2024-04-01,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,9,9,TAM,Tam Kontur,ATASEHIR,11ÃœS
258,2024-04-01,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,SISLI,M2
259,2024-04-01,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,320A
260,2024-04-01,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,89C
261,2024-04-01,00,1,OTOYOL,KADIKOY-MARMARA EGT.ARS.HAST-KURTKOY,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,16KH
262,2024-04-01,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,6,5,TAM,Tam Kontur,BAKIRKOY,15B
263,2024-04-01,00,1,OTOYOL,GAZIOSMANPASA -TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,55T
264,2024-04-01,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,14B
265,2024-04-01,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,5,5,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,89C
266,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,21,21,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,19S
267,2024-04-01,00,1,OTOYOL,SOGUTLUCESME - ZEYTINBURNU METRO,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,89S
268,2024-04-01,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,DT2
269,2024-04-01,00,1,OTOYOL,USKUDAR-YENI MAHALLE,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,15Y
270,2024-04-01,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,14B
271,2024-04-01,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,11ÃœS
272,2024-04-01,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,14A
273,2024-04-01,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,15BK
274,2024-04-01,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,14B
275,2024-04-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A
276,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BEYLIKDUZU,34
277,2024-04-01,00,2,RAYLI,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,KADIKOY,M4
278,2024-04-01,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,16S
279,2024-04-01,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,11ÃœS
280,2024-04-01,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,336E
281,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,PENDIK,19S
282,2024-04-01,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,76O
283,2024-04-01,00,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,98S
284,2024-04-01,00,1,OTOYOL,SOGUTLUCESME - ZEYTINBURNU METRO,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,89S
285,2024-04-01,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,93T
286,2024-04-01,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,ZEYTINBURNU,T1
287,2024-04-01,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,147
288,2024-04-01,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,11,10,UCRETSIZ,Ucretsiz,BAKIRKOY,12A
289,2024-04-01,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Kontur,BAGCILAR,T1
290,2024-04-01,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,336E
291,2024-04-01,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,T4
292,2024-04-01,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Kontur,SISLI,M2
293,2024-04-01,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,7,7,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,147
294,2024-04-01,00,1,OTOYOL,BINEVLER - EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,47E
295,2024-04-01,00,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,2,2,INDIRIMLI1,Indirimli Kontur,SARIYER,151
296,2024-04-01,00,1,OTOYOL,EDIRNEKAPI - TAKSIM,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,87
297,2024-04-01,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,303A
298,2024-04-01,00,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,22,22,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14ES
299,2024-04-01,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,1,1,UCRETSIZ,Tam Aktarma,BAKIRKOY,146
300,2024-04-01,00,1,OTOYOL,BAHCEKOY-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,42T
301,2024-04-01,00,1,OTOYOL,BINEVLER - EMINONU,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,47E
302,2024-04-01,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,49
303,2024-04-01,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,36L
304,2024-04-01,00,1,OTOYOL,KAYABASI KIPTAS-KAYASEHIR-EMINONU,Normal,1,1,TAM,Tam Kontur,PENDIK,79E
305,2024-04-01,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,GUNGOREN,T1
306,2024-04-01,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,40T
307,2024-04-01,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,146
308,2024-04-01,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,TAM,Tam Kontur,EYUPSULTAN,T4
309,2024-04-01,00,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98H
310,2024-04-01,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,3,3,INDIRIMLI1,Indirimli Kontur,EYUPSULTAN,19S
311,2024-04-01,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,448
312,2024-04-01,00,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,6,4,TAM,Tam Kontur,BAKIRKOY,18K
313,2024-04-01,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,76D
314,2024-04-01,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,5,5,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,14B
315,2024-04-01,00,1,OTOYOL,RUMELI KAVAGI - HACI OSMAN METRO,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,25A
316,2024-04-01,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,PENDIK,18Ãœ
317,2024-04-01,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,14,10,TAM,Tam Kontur,BAKIRKOY,BN1
318,2024-04-01,00,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,3,3,TAM,Tam Kontur,SARIYER,151
319,2024-04-01,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,522ST
320,2024-04-01,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,522
321,2024-04-01,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,49
322,2024-04-01,00,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,98H
323,2024-04-01,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GAZIOSMANPASA,T4
324,2024-04-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,SISLI,34
325,2024-04-01,00,2,RAYLI,EMINONU-ALIBEYKOY,Normal,1,1,TAM,Tam Abonman,FATIH,T5
326,2024-04-01,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2
327,2024-04-01,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,14R
328,2024-04-01,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,2,2,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,147
329,2024-04-01,00,2,RAYLI,EMINONU-ALIBEYKOY,Normal,2,2,UCRETSIZ,Ucretsiz,FATIH,T5
330,2024-04-01,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,TAM,Tam Kontur,BASAKSEHIR,M3
331,2024-04-01,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,11,11,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,93T
332,2024-04-01,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,5,5,TAM,Tam Abonman,BAKIRKOY,97
333,2024-04-01,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,76O
334,2024-04-01,00,1,OTOYOL,KADIKOY-ALEMDAG,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,14A
335,2024-04-01,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,522ST
336,2024-04-01,00,1,OTOYOL,RUMELI KAVAGI - HACI OSMAN METRO,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,SARIYER,25A
337,2024-04-01,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,9,6,TAM,Tam Kontur,BAKIRKOY,31
338,2024-04-01,00,1,OTOYOL,KADIKOY-MARMARA EGT.ARS.HAST-KURTKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,16KH
339,2024-04-01,00,1,OTOYOL,KADIKOY-PENDIK,Normal,6,6,INDIRIMLI1,Indirimli Kontur,SARIYER,17
340,2024-04-01,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,522B
341,2024-04-01,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,15BK
342,2024-04-01,00,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI1,Tam Kontur,SARIYER,17
343,2024-04-01,00,1,OTOYOL,KARTAL-YENIDOGAN,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,132S
344,2024-04-01,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,336G
345,2024-04-01,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,BEYOGLU,T1
346,2024-04-01,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,49
347,2024-04-01,00,1,OTOYOL,HACI OSMAN METRO - KILYOS,Normal,1,1,TAM,Tam Abonman,SARIYER,151
348,2024-04-01,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,36L
349,2024-04-01,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,89C
350,2024-04-01,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,KM24
351,2024-04-01,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,559C
352,2024-04-01,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,KM24
353,2024-04-01,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,15B
354,2024-04-01,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,3,3,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,336G
355,2024-04-01,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,4,3,TAM,Tam Kontur,BAKIRKOY,E-10
